Shortname,AbsoluteIdxToSubfolders,State1Tracks,State2Tracks,Occupancy1,Occupancy2,Lifetime1,Lifetime2
Gi1 Lat,1,460,130,0.811065640857751,0.188934359142249,53.8565217391304,44.3923076923077
Gi1 Lat,2,1257,455,0.983144678958035,0.0168553210419653,31.6467780429594,1.4989010989011
Gi1 Lat,3,978,389,0.721992010123818,0.278007989876182,29.7515337423313,28.8020565552699
Gi1 Lat,4,892,432,0.979975689335295,0.0200243106647048,34.3452914798206,1.44907407407407
Gi1 Lat,5,1077,302,0.834808617274969,0.165191382725031,38.3546889507892,27.0662251655629
Gi1 Lat,6,1203,684,0.972227307199456,0.0277726928005439,30.90357439734,1.55263157894737
Gi1 Lat,7,1384,581,0.715991671429738,0.284008328570262,25.3432080924856,23.9466437177281
Gi1 Lat,8,982,366,0.744994121708623,0.255005878291377,40.6537678207739,37.3360655737705
Empty,9,0,0,0,0,0,0
Gs Cyclodext,10,178,170,0.409653327388251,0.590346672611749,20.6460674157303,31.1529411764706
Gs Cyclodext,11,37,26,0.99160346695558,0.00839653304442037,98.945945945946,1.19230769230769
Gs Cyclodext,12,333,265,0.510607448107448,0.489392551892552,40.1861861861862,48.4
Gs Cyclodext,13,462,163,0.98848173149041,0.0115182685095896,39.9372294372294,1.31901840490798
Gs Cyclodext,14,592,413,0.566526958869077,0.433473041130923,40.4138513513514,44.3244552058111
Gs Cyclodext,15,136,95,0.979750253121836,0.020249746878164,42.6911764705882,1.26315789473684
Gs Cyclodext,16,114,59,0.620115672168148,0.379884327831852,38.5614035087719,45.6440677966102
Gs Cyclodext,17,101,112,0.371363258520366,0.628636741479634,53.0792079207921,81.0267857142857
Gs Cyclodext,18,169,127,0.594559318540908,0.405440681459092,51.2130177514793,46.4724409448819
Gs No treat,19,567,329,0.69763226901126,0.30236773098874,31.9065255731922,23.8328267477204
Gs No treat,20,616,298,0.693200530141773,0.306799469858227,28.0194805194805,25.6342281879195
Gs No treat,21,374,215,0.637813481946997,0.362186518053003,28.7647058823529,28.4139534883721
Gs No treat,22,676,267,0.745017109394292,0.254982890605708,31.241124260355,27.0711610486891
Gs No treat,23,817,368,0.729431357275242,0.270568642724758,33.2386780905753,27.3722826086957
Gs No treat,24,378,219,0.676317879176593,0.323682120823407,29.2910052910053,24.1963470319635
Gs No treat,25,170,39,0.819078947368421,0.180921052631579,54.1941176470588,52.1794871794872
Gi1 Quinpirole,26,605,288,0.571278528443284,0.428721471556716,33.2644628099174,52.4409722222222
Gi1 Quinpirole,27,684,234,0.791269396148813,0.208730603851187,37.1271929824561,28.6282051282051
Gi1 Quinpirole,28,190,51,0.821472324312284,0.178527675687716,38.821052631579,31.4313725490196
Gi1 Quinpirole,29,185,107,0.602683833529785,0.397316166470215,35.9297297297297,40.9532710280374
Gi1 Quinpirole,30,685,412,0.690385128524415,0.309614871475585,22.6627737226277,16.8980582524272
Gi1 Quinpirole,31,483,198,0.752989460883664,0.247010539116336,30.768115942029,24.6212121212121
Gi1 Quinpirole,32,346,194,0.557410714285714,0.442589285714286,36.0867052023121,51.1030927835052
Gi1 Quinpirole,33,607,239,0.782803138975614,0.217196861024386,30.5667215815486,21.5397489539749
Gi1 No treat,34,0,0,0,0,0,0
Gi1 No treat,35,0,0,0,0,0,0
Gi1 No treat,36,0,0,0,0,0,0
Gi1 No treat,37,217,60,0.805282598090459,0.194717401909541,53.2488479262673,46.5666666666667
Gi1 No treat,38,331,77,0.833869364364657,0.166130635635343,43.0815709969789,36.8961038961039
Gi1 No treat,39,504,302,0.511192998618148,0.488807001381852,33.0297619047619,52.7086092715232
Gi1 No treat,40,449,130,0.772152373803715,0.227847626196284,45.8218262806236,46.7
Gi1 No treat,41,184,53,0.811599266311468,0.188400733688532,50.5,40.6981132075472
Gi1 No treat,42,394,208,0.727335603319855,0.272664396680145,34.6979695431472,24.6394230769231
Gi1 No treat,43,313,247,0.482453134942,0.517546865058,31.4920127795527,42.8097165991903
gamma2 Quinpirole,44,374,200,0.977601771418838,0.0223982285811616,30.692513368984,1.315
gamma2 Quinpirole,45,413,163,0.780953358304685,0.219046641695315,36.8523002421308,26.1901840490798
gamma2 No treat,46,323,146,0.72757859900717,0.27242140099283,40.8390092879257,33.8287671232877
gamma2 No treat,47,309,100,0.73694942903752,0.26305057096248,46.7831715210356,51.6
Empty,48,0,0,0,0,0,0
Empty,49,0,0,0,0,0,0
Empty,50,0,0,0,0,0,0
Gi1 D2 PTXR Quinpirole (1200 ng),51,592,276,0.652714646464646,0.347285353535354,34.9290540540541,39.8623188405797
Gi1 D2 PTXR Quinpirole (1200 ng),52,416,177,0.763039399624766,0.236960600375235,39.1057692307692,28.5423728813559
Empty,53,0,0,0,0,0,0
Empty,54,0,0,0,0,0,0
Gi1 D2 PTXR No treat (1200 ng),55,99,36,0.643444026018487,0.356555973981513,75.9393939393939,115.722222222222
Gi1 D2 PTXR No treat (1200 ng),56,54,20,0.681300569373689,0.318699430626311,84.2037037037037,106.35
Gi1 D2 PTXR No treat (1200 ng),57,1124,451,0.71358137829912,0.28641862170088,34.6379003558719,34.649667405765
Gi1 D2 PTXR No treat (1200 ng),58,507,114,0.851648013774443,0.148351986225557,54.6331360946746,42.3245614035088
Gi1 D2 PTXR No treat (1200 ng),59,789,253,0.735844675454578,0.264155324545422,52.2141951837769,58.4545454545455
Gi1 D2 PTXR No treat (1200 ng),60,524,158,0.808055814708149,0.191944185291851,38.0171755725191,29.9493670886076
Gi1 D2 PTXR No treat (1200 ng),61,615,202,0.761687659377173,0.238312340622827,48.0829268292683,45.8019801980198
Gi1 D2 PTXR No treat (1200 ng),62,336,156,0.735576371630663,0.264423628369337,57.2589285714286,44.3333333333333
Gi1 D2 PTXR No treat (1200 ng),63,375,76,0.86085676913015,0.13914323086985,56.16,44.7894736842105
Gi1 D2 PTXR No treat (1200 ng),64,165,60,0.778221267014635,0.221778732985365,46.0848484848485,36.1166666666667
Gi1 D2 PTXR No treat (1200 ng),65,130,13,0.940856399337592,0.0591436006624083,61.1846153846154,38.4615384615385
Gi1 D2 ins4A Quinpirole (300 ng),66,0,0,0,0,0,0
Gi1 D2 ins4A Quinpirole (300 ng),67,0,0,0,0,0,0
Gi1 D2 ins4A Quinpirole (300 ng),68,611,653,0.270210695633179,0.729789304366821,22.2700490998363,56.2787136294028
Gi1 D2 ins4A Quinpirole (300 ng),69,197,193,0.350625319040327,0.649374680959673,27.8934010152284,52.7305699481865
Gi1 D2 ins4A Quinpirole (300 ng),70,886,756,0.380899056151016,0.619100943848984,24.186230248307,46.0714285714286
Gi1 D2 ins4A Quinpirole (300 ng),71,791,734,0.343099460292984,0.656900539707016,23.0657395701644,47.591280653951
Gi1 D2 ins4A Quinpirole (300 ng),72,560,657,0.199566122261808,0.800433877738192,20.2053571428571,69.076103500761
Gi1 D2 ins4A Quinpirole (300 ng),73,913,419,0.674119599511243,0.325880400488757,40.486308871851,42.6467780429594
Gi1 D2 ins4A No treat (300 ng),74,526,411,0.360425430589729,0.639574569410271,34.532319391635,78.4233576642336
Gi1 D2 ins4A No treat (300 ng),75,468,392,0.406293422880963,0.593706577119037,29.9893162393162,52.3188775510204
Gi1 D2 ins4A No treat (300 ng),76,175,87,0.654903210387955,0.345096789612045,46.9771428571429,49.7931034482759
Gi1 D2 ins4A No treat (300 ng),77,990,546,0.644193393968406,0.355806606031594,33.9828282828283,34.032967032967
Gi1 D2 ins4A No treat (300 ng),78,1385,652,0.657869131598151,0.342130868401849,35.1487364620939,38.829754601227
Gi1 D2 ins4A No treat (300 ng),79,595,562,0.295604235653724,0.704395764346276,27.3058823529412,68.8879003558719
Gi1 D2 ins4A No treat (300 ng),80,1163,621,0.593504595676104,0.406495404323896,37.3662940670679,47.9291465378422
Gi1 D2 ins4A Quinpirole (1200 ng),81,610,511,0.361554915889825,0.638445084110175,22.444262295082,47.3111545988258
Gi1 D2 ins4A Quinpirole (1200 ng),82,154,204,0.203165843740924,0.796834156259076,27.2532467532468,80.6911764705882
Gi1 D2 ins4A Quinpirole (1200 ng),83,835,1091,0.207040772705741,0.792959227294259,21.4610778443114,62.9083409715857
Gi1 D2 ins4A Quinpirole (1200 ng),84,0,0,0,0,0,0
Empty,85,0,0,0,0,0,0
Gi1 D2 ins4A Quinpirole (1200 ng),86,1081,1533,0.156708771229858,0.843291228770142,15.9870490286772,60.6647097195042
Gi1 D2 ins4A Quinpirole (1200 ng),87,0,0,0,0,0,0
Gi1 D2 ins4A Quinpirole (1200 ng),88,2771,2885,0.248869599333039,0.751130400666961,18.3136051966799,53.0894280762565
Gi1 D2 ins4A Quinpirole (1200 ng),89,0,0,0,0,0,0
Gi1 D2 ins4A Quinpirole (1200 ng),90,0,0,0,0,0,0
Empty,91,0,0,0,0,0,0
Empty,92,0,0,0,0,0,0
Gi1 D2 ins4A No treat (1200 ng),93,2559,1537,0.501271025106945,0.498728974893055,34.9843688940993,57.9512036434613
Gi1 D2 ins4A No treat (1200 ng),94,0,0,0,0,0,0
Gi1 D2 ins4A No treat (1200 ng),95,495,464,0.388555364970459,0.611444635029541,16.4747474747475,27.6573275862069
Gi1 D2 ins4A No treat (1200 ng),96,724,386,0.531195520101432,0.468804479898568,41.664364640884,68.9689119170985
Gi1 D2 ins4A No treat (1200 ng),97,446,222,0.61523671322329,0.38476328677671,38.02466367713,47.7747747747748
Gi1 D2 ins4A No treat (1200 ng),98,1031,646,0.530418047685235,0.469581952314765,28.8709990300679,40.7925696594427
Gi1 D2 ins4A No treat (1200 ng),99,746,608,0.394654175728173,0.605345824271827,28.4611260053619,53.5641447368421
Gi1 D2 ins4A No treat (1200 ng),100,592,636,0.228593544068116,0.771406455931884,18.4577702702703,57.9779874213836
Gi1 D2 No treat (2400 ng),101,320,44,0.778805549969837,0.221194450030163,72.61875,150
Gi1 D2 No treat (2400 ng),102,0,0,0,0,0,0
Gi1 D2 No treat (2400 ng),103,482,157,0.721425,0.278575,59.8692946058091,70.9745222929936
Gi1 D2 No treat (2400 ng),104,560,287,0.984331490794231,0.0156685092057687,42.2928571428571,1.31358885017422
Gi1 D2 No treat (2400 ng),105,539,277,0.718538457438303,0.281461542561697,50.0204081632653,38.1263537906137
Gi1 D2 No treat (2400 ng),106,221,93,0.73020767778477,0.26979232221523,52.5022624434389,46.0967741935484
Gi1 D2 No treat (2400 ng),107,346,152,0.784259024431482,0.215740975568518,53.6242774566474,33.5789473684211
Gi1 D2 No treat (2400 ng),108,994,470,0.664621270912668,0.335378729087332,37.0482897384306,39.5382978723404
Gi1 D2 No treat (2400 ng),109,599,188,0.799961190481966,0.200038809518034,55.0584307178631,43.8670212765957
Gi1 D2 Quinpirole (2400 ng),110,1159,530,0.70930345677411,0.29069654322589,37.7454702329594,33.8283018867925
Gi1 D2 Quinpirole (2400 ng),111,0,0,0,0,0,0
Gi1 D2 Quinpirole (2400 ng),112,0,0,0,0,0,0
Gi1 D2 Quinpirole (2400 ng),113,903,384,0.698960739030023,0.301039260969977,46.922480620155,47.5234375
Myr Quinpirole,114,1986,337,0.868046536426648,0.131953463573352,31.9712990936556,28.6409495548961
Myr Quinpirole,115,393,47,0.835215499378367,0.164784500621633,41.0254452926209,67.6808510638298
Myr Quinpirole,116,201,42,0.884404583956154,0.115595416043847,44.1542288557214,27.6190476190476
Myr Quinpirole,117,586,248,0.816982766920189,0.183017233079811,28.962457337884,15.3306451612903
Myr Quinpirole,118,1218,171,0.868416094277248,0.131583905722752,41.6247947454844,44.9239766081871
Myr Quinpirole,119,369,87,0.818566658716909,0.181433341283091,37.2059620596206,34.9770114942529
Myr Quinpirole,120,595,83,0.916953601745474,0.0830463982545256,45.2050420168067,29.3493975903614
Myr Quinpirole,121,599,126,0.685793095086539,0.314206904913461,37.771285475793,82.2698412698413
Myr Quinpirole,122,63,14,0.699662542182227,0.300337457817773,39.4920634920635,76.2857142857143
Myr Quinpirole,123,311,65,0.894758195391107,0.105241804608893,35.4565916398714,19.9538461538462
Myr No treat,124,0,0,0,0,0,0
Myr No treat,125,0,0,0,0,0,0
Myr No treat,126,0,0,0,0,0,0
Myr No treat,127,0,0,0,0,0,0
Myr No treat,128,0,0,0,0,0,0
Myr No treat,129,0,0,0,0,0,0
Myr No treat,130,0,0,0,0,0,0
Myr No treat,131,0,0,0,0,0,0
Myr No treat,132,0,0,0,0,0,0
Myr No treat,133,728,261,0.887386330302141,0.112613669697859,41.5535714285714,14.7088122605364
Myr No treat,134,82,5,0.983495431771294,0.0165045682287062,40.6951219512195,11.2
Myr No treat,135,143,34,0.868228170809433,0.131771829190567,38.1048951048951,24.3235294117647
Myr No treat,136,403,64,0.857316539415455,0.142683460584545,43.7444168734491,45.84375
Myr No treat,137,874,204,0.769642314791019,0.230357685208981,37.6922196796339,48.3333333333333
Myr No treat,138,1453,186,0.818963445568877,0.181036554431123,42.2174810736407,72.9032258064516
Myr No treat,139,192,29,0.823214285714286,0.176785714285714,45.6197916666667,64.8620689655172
Myr No treat,140,1775,236,0.886653808540693,0.113346191459307,36.7769014084507,35.3601694915254
Myr No treat,141,552,99,0.901559369283039,0.0984406307169614,37.4963768115942,22.8282828282828
Empty,142,0,0,0,0,0,0
D2 Quinpirole,143,220,92,0.840310948768381,0.159689051231619,81.5636363636364,37.0652173913044
D2 Quinpirole,144,959,767,0.97099997556864,0.0290000244313601,41.4431699687174,1.54758800521512
D2 No treat,145,117,29,0.849092333812198,0.150907666187802,111.136752136752,79.6896551724138
D2 No treat,146,2389,1935,0.81186920637994,0.18813079362006,28.0820426956886,8.03410852713178
Gi1 D2 ins4A Quinpirole (100 ng),147,1405,684,0.657574967405476,0.342425032594524,35.8975088967972,38.3976608187134
Gi1 D2 ins4A Quinpirole (100 ng),148,554,229,0.727442792717555,0.272557207282445,39.3068592057762,35.6288209606987
Gi1 D2 ins4A Quinpirole (100 ng),149,1255,696,0.978294702330311,0.0217052976696894,37.5657370517928,1.50287356321839
Gi1 D2 ins4A Quinpirole (100 ng),150,327,354,0.264243354084914,0.735756645915086,27.388379204893,70.4435028248588
Gi1 D2 ins4A Quinpirole (100 ng),151,1305,724,0.618240720821048,0.381759279178952,37.4360153256705,41.6671270718232
Gi1 D2 ins4A Quinpirole (100 ng),152,1444,674,0.659960793582382,0.340039206417618,32.8732686980609,36.2878338278932
Gi1 D2 ins4A Quinpirole (100 ng),153,850,506,0.603058054625409,0.396941945374592,35.1717647058824,38.8893280632411
Gi1 D2 ins4A Quinpirole (100 ng),154,503,332,0.61047068285397,0.38952931714603,31.6898608349901,30.6355421686747
Gi1 D2 ins4A Quinpirole (100 ng),155,506,330,0.582360958744723,0.417639041255277,34.6205533596838,38.069696969697
Gi1 D2 ins4A Quinpirole (100 ng),156,442,236,0.644750876123724,0.355249123876276,38.2941176470588,39.5169491525424
Gi1 D2 ins4A No treat (100 ng),157,564,308,0.553145703370569,0.446854296629431,40.5620567375887,60.0032467532468
Gi1 D2 ins4A No treat (100 ng),158,2575,1105,0.66138321505923,0.33861678494077,36.8815533980583,44.0027149321267
Gi1 D2 ins4A No treat (100 ng),159,0,0,0,0,0,0
Gi1 D2 ins4A No treat (100 ng),160,590,267,0.671773886562619,0.328226113437381,35.893220338983,38.752808988764
Gi1 D2 ins4A No treat (100 ng),161,1178,663,0.675812149935373,0.324187850064627,33.2886247877759,28.3725490196078
Gi1 D2 ins4A No treat (100 ng),162,1791,694,0.986589442061247,0.0134105579387526,40.7068676716918,1.42795389048991
Gi1 D2 ins4A No treat (100 ng),163,2048,1134,0.638727269041296,0.361272730958704,30.76806640625,31.4294532627866
Gi1 D2 ins4A No treat (100 ng),164,788,519,0.971031161269453,0.0289688387305467,34.2855329949239,1.55298651252408
Gi1 D2 ins4A No treat (100 ng),165,1030,557,0.665837272953471,0.334162727046529,31.1766990291262,28.9335727109515
Gi1 D2 ins4A Sulpiride (1200 ng),166,304,207,0.614352783366868,0.385647216633132,39.1710526315789,36.1111111111111
Gi1 D2 ins4A Sulpiride (1200 ng),167,503,322,0.605392156862745,0.394607843137255,41.7395626242545,42.5
Gi1 D2 ins4A Sulpiride (1200 ng),168,446,265,0.611838046689828,0.388161953310172,42.2511210762332,45.1132075471698
Gi1 D2 ins4A Sulpiride (1200 ng),169,577,341,0.56438795481878,0.43561204518122,41.4800693240901,54.1730205278592
Gi1 D2 ins4A Sulpiride (1200 ng),170,1448,991,0.56401720642227,0.43598279357773,28.4330110497238,32.1140262361251
Gi1 D2 ins4A Sulpiride (1200 ng),171,445,205,0.623860677083333,0.376139322916667,43.0674157303371,56.3658536585366
Gi1 D2 ins4A Sulpiride (1200 ng),172,547,345,0.573721071863581,0.426278928136419,34.4442413162706,40.5768115942029
Gi1 D2 ins4A Sulpiride (1200 ng),173,699,413,0.609702159695102,0.390297840304898,37.0758226037196,40.1694915254237
Gi1 D2 ins4A Sulpiride (1200 ng),174,607,373,0.608557183750071,0.391442816249929,52.8863261943987,55.3592493297587
Gi1 D2 ins4A Sulpiride (1200 ng),175,922,528,0.629448322833305,0.370551677166695,32.0759219088937,32.9734848484849
Empty,176,1919,1111,0.616350866555505,0.383649133444495,31.7826993225638,34.1710171017102
Gi1 D2 ins4A Sulpiride (1200 ng),177,489,365,0.48040542572709,0.51959457427291,32.6646216768916,47.3315068493151
Gi1 D2 ins4A Sulpiride (1200 ng),178,973,457,0.620286003543407,0.379713996456593,40.3001027749229,52.5251641137856
Gi1 D2 ins4A No treat (1200 ng),179,0,0,0,0,0,0
Gi1 D2 ins4A No treat (1200 ng),180,812,674,0.40174408449001,0.59825591550999,36.8214285714286,66.0593471810089
Gi1 D2 ins4A No treat (1200 ng),181,0,0,0,0,0,0
Empty,182,0,0,0,0,0,0
Gi1 D2 ins4A No treat (1200 ng),183,87,80,0.287172303382029,0.712827696617971,49.4827586206897,133.575
Gi1 D2 ins4A No treat (1200 ng),184,557,699,0.239148860239996,0.760851139760004,38.4991023339318,97.6022889842632
Gi1 D2 ins4A No treat (1200 ng),185,0,0,0,0,0,0
Gi1 D2 ins4A No treat (1200 ng),186,1328,1336,0.382908867349475,0.617091132650525,22.042921686747,35.311377245509
Gi1 D2 ins4A No treat (1200 ng),187,527,539,0.398965065093191,0.601034934906809,32.3320683111954,47.6233766233766
Gi1 D2 ins4A No treat (1200 ng),188,289,378,0.194259370362184,0.805740629637816,21.2871972318339,67.505291005291
Gi1 D2 ins4A No treat (1200 ng),189,532,369,0.423572003218021,0.576427996781979,37.6071428571429,73.7859078590786
